objectid,wd17cd,wd17nm,wd17nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
1596,E05002047,Bradley Stoke North, ,361482,182948,-2.55682993,51.54410172,1213095.29173892,6047.23130921641
1597,E05002048,Bradley Stoke South, ,362680,181138,-2.53936005,51.52790833,1631654.14621585,6785.07428239166
1598,E05002049,Charfield, ,369898,191569,-2.43620992,51.62213135,32175811.6963306,32726.1159431525
1599,E05002050,Chipping Sodbury, ,372705,182948,-2.39498997,51.54476166,5175439.78319492,14067.856966137
1600,E05002051,Cotswold Edge, ,377649,183002,-2.32369995,51.54545975,81794710.1848185,58173.4074537598
1601,E05002052,Dodington, ,370772,181004,-2.42269993,51.52717972,1462382.33077884,6595.22454312622
1602,E05002053,Downend, ,365071,177349,-2.50451994,51.49399185,2645752.35257703,10223.8122677573
1603,E05002054,Emersons Green, ,366982,177203,-2.47697997,51.49279022,4252114.86038296,14508.3527369521
1604,E05002055,Filton, ,360267,179388,-2.57394004,51.51200867,4067507.65591889,9408.04750448182
1605,E05002056,Frampton Cotterell, ,366288,183513,-2.48758006,51.54949188,18850693.7141624,28127.0274647584
1606,E05002057,Frenchay and Stoke Park, ,361898,178488,-2.55033994,51.50402832,5362392.71287493,15912.4300654548
1607,E05002058,Hanham, ,364150,171724,-2.51721001,51.44335938,3592085.92292577,10735.1872148554
1608,E05002059,Kings Chase, ,365402,174321,-2.49944997,51.46678925,1943742.39980573,8156.98466667194
1609,E05002060,Ladden Brook, ,370408,186311,-2.42840004,51.57487869,32504987.4658744,36779.1742810535
1610,E05002061,Longwell Green, ,365726,171003,-2.49446011,51.43696976,3686112.71367186,10022.5362035899
1611,E05002062,Oldland Common, ,368042,171931,-2.46123004,51.44544983,3805459.3216647,12470.0145076549
1612,E05002063,Parkwall, ,366191,172253,-2.48790002,51.44823837,1844921.3952897,8115.85221089817
1613,E05002064,Patchway, ,359544,181429,-2.58459997,51.53031158,8664850.08123464,15934.0746761269
1614,E05002065,Pilning and Severn Beach, ,355542,184976,-2.64274001,51.56188965,15353433.8284414,26087.5922542632
1615,E05002066,Rodway, ,365924,175897,-2.49208999,51.48099136,2209939.19224107,10774.211881489
1616,E05002067,Severn, ,361297,190476,-2.5603199,51.61177063,62854582.9171042,59789.9545949871
1617,E05002068,Siston, ,368026,174258,-2.46166992,51.46636963,8223855.40529636,15883.2271593112
1618,E05002069,Staple Hill, ,364987,175607,-2.50554991,51.47832108,1276035.16026676,6075.19070541608
1619,E05002070,Stoke Gifford, ,361696,180646,-2.55348992,51.52341843,3629855.30692493,9470.25970098435
1620,E05002071,Thornbury North, ,364494,191301,-2.51424003,51.61940002,12333159.8629403,26271.2599725559
1621,E05002072,Thornbury South and Alveston, ,364146,187620,-2.5188899,51.58628082,15589319.5256442,24761.2036928738
1622,E05002073,Westerleigh, ,372579,180412,-2.39661002,51.52194977,30568088.0151677,36449.6239880518
1623,E05002074,Winterbourne, ,364335,180335,-2.51541996,51.5207901,10659679.5345812,18718.9936636383
1624,E05002075,Woodstock, ,365190,173277,-2.50239992,51.45738983,2070083.06448309,7065.84283234569
1625,E05002076,Yate Central, ,370960,182194,-2.42008996,51.53789139,2491009.081531,8546.87597670605
1626,E05002077,Yate North, ,371845,184116,-2.40748,51.55522156,5679293.02608181,12516.8401345639
1627,E05002078,Budshead, ,248031,59638,-4.14045,50.41688156,4587462.42257059,13691.1645177774
1628,E05002079,Compton, ,249158,56556,-4.12336016,50.38946915,2475750.89349558,9905.82249815577
1629,E05002080,Devonport, ,245218,55684,-4.17838001,50.38061142,3803815.50207058,17359.6663818132
1630,E05002081,Drake, ,248113,55331,-4.13754988,50.37818909,872395.26813914,4357.93252507829
1631,E05002082,Efford and Lipson, ,250591,56269,-4.10309982,50.38726044,3105594.42510212,10555.728787059
1632,E05002083,Eggbuckland, ,249157,58078,-4.12398005,50.40314865,3625710.94182617,9910.51742467833
1633,E05002084,Ham, ,246064,57478,-4.16723013,50.39694977,3365188.83040929,10068.3595116486
1634,E05002085,Honicknowle, ,245723,59360,-4.17280006,50.41378021,4981289.08354924,13794.9518994282
1635,E05002086,Moor View, ,250660,59291,-4.10333014,50.41442871,8366823.08579578,16572.2097880787
1636,E05002087,Peverell, ,247528,56417,-4.14622021,50.38779831,2900358.31667703,9168.28298837035
1637,E05002088,Plympton Chaddlewood, ,255661,56171,-4.03178978,50.38764191,1538921.38348894,6389.68789275509
1638,E05002089,Plympton Erle, ,253552,55857,-4.06130981,50.38430023,4075214.40298772,11271.1118228265
1639,E05002090,Plympton St Mary, ,253417,57351,-4.06378984,50.39768982,5495387.36288918,14047.4410914842
1640,E05002091,Plymstock Dunstone, ,252959,53132,-4.06859016,50.3596611,6228408.90261895,15091.548399341
1641,E05002092,Plymstock Radford, ,251152,54053,-4.09433985,50.36748123,8713293.04818523,23782.7931855902
1642,E05002093,St Budeaux, ,244506,58063,-4.18938017,50.40179825,3242569.79617003,9619.22713964649
1643,E05002094,St Peter and the Waterfront, ,247186,54242,-4.15013981,50.36817169,3069807.71286415,18494.7188437916
1644,E05002095,Southway, ,249032,61394,-4.12707996,50.43291855,4458409.40839261,13687.8878233387
1645,E05002096,Stoke, ,246528,55514,-4.15990019,50.37942886,2195213.83922812,7925.04127199498
1646,E05002097,Sutton and Mount Gould, ,249334,54431,-4.12002993,50.37041855,2728512.10466219,9941.92573070079
1647,E05002098,Berry Head-with-Furzeham, ,293562,56364,-3.49890995,50.39746857,3307300.62946661,14465.5713345236
1648,E05002099,Blatchcombe, ,286266,60066,-3.60263991,50.42937851,11032376.7738585,17326.9570745383
1649,E05002100,Churston-with-Galmpton, ,289848,55763,-3.55097008,50.39138031,9890861.22067942,20548.8640660996
1650,E05002101,Clifton-with-Maidenway, ,288161,61075,-3.57628012,50.43881989,1424910.41272997,8302.13503178289
1651,E05002102,Cockington-with-Chelston, ,288992,63824,-3.56539011,50.46369171,7312815.5575138,12857.3532391805
1652,E05002103,Ellacombe, ,292046,64527,-3.52257991,50.47058105,954211.71347127,5640.8250840782
1653,E05002104,Goodrington-with-Roselands, ,288309,59299,-3.5736599,50.42287827,3056564.35354456,8893.34269101347
1654,E05002105,Preston, ,288780,62182,-3.56788993,50.44889069,3080182.65724179,8680.98041469193
1655,E05002106,Roundham-with-Hyde, ,288900,60792,-3.56578994,50.436409,1403031.022469,8235.49618233769
1656,E05002107,St Marychurch, ,292368,67368,-3.5188601,50.49618149,5500091.95130877,18997.7689091723
1657,E05002108,St Mary's-with-Summercombe, ,292054,54916,-3.51970005,50.38417816,2908083.44145902,11538.0257586142
1658,E05002109,Shiphay-with-the-Willows, ,289578,66373,-3.55788994,50.48670959,4154480.91325638,10867.2334117251
1659,E05002110,Tormohun, ,291054,64834,-3.53664994,50.47314835,2845565.43327,12991.6534258345
1660,E05002111,Watcombe, ,291333,67360,-3.53344989,50.49591827,1964210.33838009,8776.75001191053
1661,E05002112,Wellswood, ,293074,63934,-3.50793004,50.46543884,4056154.3154453,14267.4539655974
1662,E05002113,Boscombe East, ,412296,91918,-1.82714999,50.72674179,1826079.83769236,7546.13562339477
1663,E05002114,Boscombe West, ,411240,91750,-1.84211004,50.72525024,992130.828243605,4467.98283140035
1664,E05002115,Central, ,408878,91597,-1.87557995,50.72391129,2164438.03563895,6626.01378811717
1665,E05002116,East Cliff and Springbourne, ,410443,91804,-1.85339999,50.72574997,1808593.0526954,8106.94659355557
1666,E05002117,East Southbourne and Tuckton, ,415091,91594,-1.78755999,50.7237587,4364091.84457316,18442.221425227
1667,E05002118,Kinson North, ,406880,96667,-1.90379,50.76953125,3863846.73919402,10212.7300399641
1668,E05002119,Kinson South, ,405993,95582,-1.91638994,50.75978851,3131386.55970452,8520.28577369608
1669,E05002120,Littledown and Iford, ,412909,93670,-1.81840003,50.74248123,4001889.07385272,11631.4579656904
1670,E05002121,Moordown, ,409137,94982,-1.87182999,50.75434875,1614572.49873678,5995.40447576066
1671,E05002122,Queen's Park, ,410445,93086,-1.85334003,50.7372818,2304714.32073068,8028.01972149848
1672,E05002123,Redhill and Northbourne, ,408208,95814,-1.88497996,50.76184845,2601200.89314735,7847.91690505637
1673,E05002124,Strouden Park, ,411822,94616,-1.83378005,50.75101089,3587861.3576728,10135.7056128189
1674,E05002125,Talbot and Branksome Woods, ,408181,92545,-1.88542998,50.73244858,3412954.72074244,8160.74754780807
1675,E05002126,Throop and Muscliff, ,410056,95863,-1.85878003,50.76226044,3206394.53471835,8321.19688471914
1676,E05002127,Wallisdown and Winton West, ,407314,94238,-1.89768004,50.74768829,2407684.1927423,8977.14531051144
1677,E05002128,West Southbourne, ,413671,92194,-1.80765998,50.72919083,1490623.85100035,6078.59916931295
1678,E05002129,Westbourne and West Cliff, ,407670,90845,-1.89270997,50.71717072,2048169.81070551,6540.69371604446
1679,E05002130,Winton East, ,409086,93669,-1.87258005,50.74253845,1351421.9217631,5021.29072301734
1680,E05002193,Barnfield, ,508913,223831,-0.41833001,51.90238953,1662381.1129834,6682.63291421344
1681,E05002194,Biscot, ,508061,222392,-0.43116,51.88962173,1473617.57330492,5464.03176768527
1682,E05002195,Bramingham, ,507364,225869,-0.4402,51.92100906,1829903.01141425,6531.85167090515
1683,E05002196,Challney, ,505763,222928,-0.46438,51.89487839,2469528.28981038,8263.45352566667
1684,E05002197,Crawley, ,510805,221254,-0.39166999,51.87886047,1912952.99125077,8011.58681939629
1685,E05002198,Dallow, ,507155,221871,-0.44448,51.88510895,2409829.37937668,7985.27355274751
1686,E05002199,Farley, ,508060,220284,-0.43184,51.87068176,3386199.75022097,9106.94643739735
1687,E05002200,High Town, ,509394,222226,-0.41185001,51.88787079,1552229.96781223,7143.94951598453
1688,E05002201,Icknield, ,508216,224877,-0.42813,51.91193008,1861092.00570738,6329.47249463799
1689,E05002202,Leagrave, ,505247,224325,-0.47145,51.90753174,2096334.38172574,6822.61921600993
1690,E05002203,Lewsey, ,503796,223484,-0.49278,51.90024948,2227180.92785179,6912.61549552322
1691,E05002204,Limbury, ,507039,224445,-0.44536999,51.90827179,1483822.10182049,5810.39314593524
1692,E05002205,Northwell, ,506511,225330,-0.45276999,51.91632843,1239870.68448353,5346.03853754699
1693,E05002206,Round Green, ,510176,222710,-0.40033999,51.89207077,1968934.33490419,9514.56714174119
1694,E05002207,Saints, ,507361,223197,-0.44108,51.89699173,1859768.35385474,7607.79832962122
1695,E05002208,South, ,509454,220485,-0.41152999,51.87221146,2880060.82350056,9217.33715024687
1696,E05002209,Stopsley, ,510568,224279,-0.39414001,51.90608978,3138215.65625981,8967.33755552321
1697,E05002210,Sundon Park, ,505299,225539,-0.47031999,51.91843033,2055275.51902242,6802.53470154556
1698,E05002211,Wigmore, ,512186,221613,-0.37149999,51.88180923,5845294.72156585,13288.0417384882
1699,E05002212,Belfairs, ,583583,187494,0.64684498,51.55644989,2636659.23795485,8687.47449840159
1700,E05002213,Blenheim Park, ,585109,187393,0.66877902,51.5550499,2264700.57598266,7604.18356338915
1701,E05002214,Chalkwell, ,585918,185879,0.679636,51.54117966,1620337.69817154,5275.3905094111
1702,E05002215,Eastwood Park, ,583786,188981,0.65054703,51.5697403,2238619.0608927,7155.79971717714
1703,E05002216,Kursaal, ,589161,185613,0.72620201,51.53771973,1246659.61939349,5387.63785588871
1704,E05002217,Leigh, ,584422,186070,0.65818799,51.54338837,1512973.58671065,8832.14581748326
1705,E05002218,Milton, ,587622,185567,0.70401299,51.53781891,1640622.20633001,6319.19181442644
1706,E05002219,Prittlewell, ,586800,187293,0.69309002,51.55358887,2484209.32536896,8541.64763187209
1707,E05002220,St Laurence, ,586124,188474,0.68397498,51.56441879,2941267.61126069,8869.50842603065
1708,E05002221,St. Luke's, ,588870,187438,0.72298998,51.55421066,3512988.92853705,10682.1240895547
1709,E05002222,Shoeburyness, ,594006,185381,0.79584903,51.53398895,3806277.25258223,11906.98356621
1710,E05002223,Southchurch, ,591027,186871,0.75375801,51.54838943,4652975.52209691,9912.44376535948
1711,E05002224,Thorpe, ,590800,185096,0.74952698,51.53252029,2744774.64513471,7658.98373922331
1712,E05002225,Victoria, ,588017,186416,0.71015501,51.54531097,1608503.58474175,5813.55970310896
1713,E05002226,Westborough, ,586431,186616,0.687415,51.54763031,917525.56320742,4361.31587769988
1714,E05002227,West Leigh, ,582908,186492,0.63659799,51.54766846,3058875.38338785,11902.8329525866
1715,E05002228,West Shoebury, ,592689,185306,0.77684301,51.53377151,2867638.69121925,10001.5259532956
1716,E05002229,Aveley and Uplands, ,556293,181011,0.25066301,51.50642014,10029638.6979989,19501.4099992469
1717,E05002230,Belhus, ,559221,181173,0.29289001,51.507061,6278477.14553769,13689.7485562374
1718,E05002231,Chadwell St Mary, ,564742,179365,0.37153,51.48923111,3640364.87434056,13579.773950186
1719,E05002232,Chafford and North Stifford, ,560022,179830,0.30381301,51.49475861,2337630.94504906,8336.80105973803
1720,E05002233,Corringham and Fobbing, ,572464,183968,0.48489401,51.52827835,20400115.195076,35401.3338077273
1721,E05002234,East Tilbury, ,567308,178306,0.40795401,51.47896957,17254364.4814257,24187.1155188505
1722,E05002235,Grays Riverside, ,560873,178128,0.31528601,51.47922897,2348849.89204634,9648.23732063796
1723,E05002236,Grays Thurrock, ,561725,178544,0.32773501,51.48273087,1807318.95441025,7808.81712312753
1724,E05002237,Little Thurrock Blackshots, ,562932,179722,0.34564599,51.49296188,2157555.21160696,8228.06344650289
1725,E05002238,Little Thurrock Rectory, ,563012,178449,0.34621099,51.48149872,1633294.40898812,5521.42663618517
1726,E05002239,Ockendon, ,559647,183094,0.29989299,51.52420044,11521316.9348066,16977.555614917
1727,E05002240,Orsett, ,564869,183889,0.37547001,51.52983856,47237551.7673257,36448.4058355468
1728,E05002241,South Chafford, ,559504,178876,0.29592699,51.48633957,1405742.30398724,5144.75568153463
1729,E05002242,Stanford East and Corringham Town, ,569774,183428,0.445894,51.52425003,1567337.15642925,6094.14027302522
1730,E05002243,Stanford-le-Hope West, ,569149,181814,0.43612,51.50992966,6835750.88724343,17735.3141776249
1731,E05002244,Stifford Clays, ,561530,180787,0.325955,51.50292969,2891051.95990503,8918.60285278232
1732,E05002245,The Homesteads, ,569405,184198,0.44095001,51.53126907,2158449.05883132,7882.16722131336
1733,E05002246,Tilbury Riverside and Thurrock Park, ,563106,176448,0.346641,51.46350098,7549040.0863822,19024.5560115723
1734,E05002247,Tilbury St Chads, ,564817,177201,0.3716,51.46976852,3865781.72596869,10672.1338933766
1735,E05002248,West Thurrock and South Stifford, ,557142,178077,0.261581,51.47982025,10573864.9711619,18154.1831164677
1736,E05002249,Chatham Central, ,575757,166703,0.52374703,51.37218094,2129437.77418617,7310.97794453429
1737,E05002250,Cuxton and Halling, ,569684,165875,0.436187,51.36658859,15141971.4090147,21410.8045332237
1738,E05002251,Gillingham North, ,578134,168869,0.55894601,51.39088821,2912981.97875693,10639.9464908706
1739,E05002252,Gillingham South, ,577208,167776,0.54510599,51.38137054,1943351.19269272,8179.04991830554
1740,E05002253,Hempstead and Wigmore, ,579178,164312,0.57164001,51.34962845,4111186.75819806,12095.245225011
1741,E05002254,Lordswood and Capstone, ,577836,164070,0.55226898,51.34788132,5606058.27152131,11722.8113551993
1742,E05002255,Luton and Wayfield, ,576774,166434,0.53820902,51.36944962,2749317.9041566,10291.8040086086
1743,E05002256,Peninsula, ,579654,175247,0.58399898,51.44770813,75273702.1754297,86473.7363936198
1744,E05002257,Princes Park, ,576678,164511,0.53587699,51.35219955,1999397.66213907,8997.46239793221
1745,E05002258,Rainham Central, ,580575,165340,0.59219998,51.35842133,3320502.28317729,8933.37063599987
1746,E05002259,Rainham North, ,581705,167328,0.60942799,51.37591934,7050430.06609031,31924.5382431439
1747,E05002260,Rainham South, ,581641,164143,0.60688299,51.34732819,5627105.98917353,12387.861525173
1748,E05002261,River, ,575996,168589,0.52811098,51.3890419,4878458.18863009,17579.686367812
1749,E05002262,Rochester East, ,574447,167084,0.50513297,51.37599945,1387029.77977819,6143.86310148738
1750,E05002263,Rochester South and Horsted, ,574870,165182,0.51027,51.35879135,3810099.8178547,11402.7821167249
1751,E05002264,Rochester West, ,572902,166636,0.48273799,51.37245178,6035386.38385101,15315.0211711285
1752,E05002265,Strood North, ,573177,169859,0.48825499,51.40132141,2933078.51415509,8155.48046545268
1753,E05002266,Strood Rural, ,573905,174773,0.50111997,51.44524002,35367764.028729,42281.7783282298
1754,E05002267,Strood South, ,572330,168338,0.475353,51.38790894,3878552.8927704,10240.6502797162
1755,E05002268,Twydall, ,579711,167201,0.58074403,51.37540817,2962135.00758622,7524.62225985803
1756,E05002269,Walderslade, ,575929,163427,0.52459699,51.34270096,1927077.36548499,8036.58933556699
1757,E05002270,Watling, ,578166,166764,0.55835098,51.37197876,2495384.64341613,8675.1534970109
1758,E05002271,Ascot, ,490476,167563,-0.70077997,51.3998909,16945331.8655462,22528.7293629344
1759,E05002272,Binfield with Warfield, ,486079,171506,-0.76301003,51.4360199,20976853.8122,25482.8578080971
1760,E05002273,Bullbrook, ,488233,169580,-0.73250997,51.41836929,1672212.78055252,7682.33926183217
1761,E05002274,Central Sandhurst, ,484277,161898,-0.79121,51.34991837,2276545.54052114,9094.58957168038
1762,E05002275,College Town, ,485633,161279,-0.77188998,51.34415054,4054646.86051155,9995.51922769878
1763,E05002276,Crown Wood, ,488111,167178,-0.73486,51.39680099,1377061.47957539,5038.06143347058
1764,E05002277,Crowthorne, ,486358,164727,-0.76064998,51.37503815,11941688.5585301,19836.6241136931
1765,E05002278,Great Hollands North, ,484728,167921,-0.78329998,51.40399933,3070006.71616148,10637.6241356022
1766,E05002279,Great Hollands South, ,484839,166617,-0.78201997,51.39226151,2568490.56093101,7321.45030930746
1767,E05002280,Hanworth, ,486903,166586,-0.75237,51.39167023,1723358.3066554,6299.41617155846
1768,E05002281,Harmans Water, ,488133,168276,-0.73426998,51.40666962,2004138.60710145,7190.0451649697
1769,E05002282,Little Sandhurst and Wellington, ,482506,162440,-0.81651002,51.35504913,5165483.88928109,11496.167258065
