objectid,wd17cd,wd17nm,wd17nmw,bng_e,bng_n,long,lat,st_areashape,st_lengthshape
4280,E05007143,Haughley and Wetherden, ,601747,263044,0.952676,52.22864151,18673660.3168988,25663.0932202093
4281,E05007144,Helmingham and Coddenham, ,616271,256966,1.16112399,52.16857147,54577088.7415849,41940.2871139539
4282,E05007145,Hoxne, ,620275,274688,1.23111999,52.32606125,50416873.3070295,49353.0193269804
4283,E05007146,Mendlesham, ,608973,266474,1.06043899,52.25674057,31373484.0473845,29255.426612909
4284,E05007147,Needham Market, ,606026,255489,1.01064801,52.15922928,6420680.37752962,18250.173295926
4285,E05007148,Onehouse, ,600746,258131,0.93512899,52.18489075,25865056.3995478,32232.4180683372
4286,E05007149,Palgrave, ,613175,275934,1.12788796,52.34004974,28995465.4568793,31974.9267935755
4287,E05007150,Rattlesden, ,596259,259425,0.87033302,52.19812012,30943711.7043839,32129.5919268703
4288,E05007151,Rickinghall and Walsham, ,602444,274217,0.96956801,52.32870102,51071722.5934027,37902.4449239879
4289,E05007152,Ringshall, ,604139,253720,0.98203897,52.14403915,29394348.5788649,39637.4261087194
4290,E05007153,Stowmarket Central, ,604395,258518,0.988662,52.18703079,1943173.70814256,10077.4089719548
4291,E05007154,Stowmarket North, ,605365,258922,1.003075,52.19028854,3283416.28748559,11209.1541020362
4292,E05007155,Stowmarket South, ,605439,257496,1.00329304,52.17745972,2330484.26431913,9516.65182649428
4293,E05007156,Stowupland, ,606898,259316,1.02570903,52.19326019,15145686.380061,22345.0968972185
4294,E05007157,Stradbroke and Laxfield, ,626359,273205,1.31924701,52.31027985,39039308.5534992,41205.2917381049
4295,E05007158,The Stonhams, ,612282,259535,1.10449398,52.19318008,35959633.6719185,35331.8960671075
4296,E05007159,Thurston and Hessett, ,593080,261650,0.82514501,52.21921921,17738642.9679971,26904.505015515
4297,E05007160,Wetheringsett, ,613989,265984,1.13350403,52.25040817,49008838.3901292,51610.8337480813
4298,E05007161,Woolpit, ,598498,261675,0.90436703,52.21752167,7483210.91021929,12304.8438216515
4299,E05007162,Worlingworth, ,621476,265430,1.24263704,52.24248123,61848059.737357,57532.6204930705
4300,E05007163,Abbeygate, ,585218,263808,0.71137398,52.24129868,1667940.76072368,6512.27063051541
4301,E05007164,Bardwell, ,588524,276882,0.76704502,52.35757828,75755499.9845358,59781.1792220363
4302,E05007165,Barningham, ,598192,277072,0.90893799,52.35588074,33854338.3074902,37763.3655360328
4303,E05007166,Barrow, ,577971,263428,0.60515302,52.24028015,31278981.4628335,28173.9149779765
4304,E05007167,Cavendish, ,579419,250164,0.61932498,52.12068176,48167635.8206598,60077.8755801003
4305,E05007168,Chedburgh, ,582484,258340,0.668432,52.19311142,37784807.8501197,48479.005131697
4306,E05007169,Clare, ,576393,245532,0.572779,52.08005142,9263096.54975296,22074.192539338
4307,E05007170,Eastgate, ,586184,264920,0.726116,52.2509613,2223725.66703031,9145.61615920436
4308,E05007171,Fornham, ,585180,267512,0.71284699,52.27457809,13091711.9269864,21353.4253880409
4309,E05007172,Great Barton, ,588710,267105,0.764296,52.26971817,15057114.9234381,19791.4880664724
4310,E05007173,Haverhill East, ,568094,244875,0.45146799,52.07672882,2548060.98456802,9486.93970491145
4311,E05007174,Haverhill North, ,566769,246325,0.432861,52.09014893,2265180.29841714,8948.99462834148
4312,E05007175,Haverhill South, ,566363,244523,0.42606199,52.07408905,4014258.61683435,9276.13624343378
4313,E05007176,Haverhill West, ,565460,245752,0.41349399,52.08539963,2159789.73722776,8274.04875174594
4314,E05007177,Horringer and Whelnetham, ,582145,260723,0.66475898,52.21461868,26490787.3591698,41426.909971877
4315,E05007178,Hundon, ,573429,248253,0.530954,52.1054306,36255726.9076465,41871.7995496825
4316,E05007179,Ixworth, ,592863,271804,0.82776999,52.31047821,13633796.1182293,24416.8270668534
4317,E05007180,Kedington, ,570292,246225,0.48418301,52.08818054,14582471.4886987,24355.1877438752
4318,E05007181,Minden, ,583627,264310,0.68837202,52.24634171,1624967.5051432,5538.52456609352
4319,E05007182,Moreton Hall, ,587349,264260,0.742796,52.24464035,3147317.0318109,6958.16693073842
4320,E05007183,Northgate, ,584668,266283,0.70467901,52.26371002,760400.53203626,4843.80983202574
4321,E05007184,Pakenham, ,589697,272322,0.78167802,52.31623077,44344695.7182249,46742.0385427996
4322,E05007185,Risby, ,581593,270969,0.66219401,52.30681992,65970341.5081142,41331.8559952784
4323,E05007186,Risbygate, ,584942,265051,0.70801502,52.25255966,1548095.0496509,6617.57260539736
4324,E05007187,Rougham, ,589927,260635,0.77847701,52.21120071,43000925.582357,49469.5927336535
4325,E05007188,St Olaves, ,583949,265606,0.69378698,52.25786972,1057936.97034547,4932.2535688922
4326,E05007189,Southgate, ,585727,262658,0.71818799,52.23080063,3427521.83350533,11126.9957422472
4327,E05007190,Stanton, ,597357,272971,0.894288,52.31935883,16337490.6002517,23726.7197476711
4328,E05007191,Westgate, ,584237,263205,0.69669503,52.23620987,1499160.98288422,5976.79459764653
4329,E05007192,Wickhambrook, ,575071,257231,0.559524,52.18555069,45442387.4428455,45798.5095904837
4330,E05007193,Withersfield, ,568342,250705,0.45796201,52.12902069,58708833.1400348,49145.8906291132
4331,E05007228,Beccles North, ,643031,291160,1.57633102,52.46427155,6169842.34152419,15910.6738716587
4332,E05007229,Beccles South, ,642554,288912,1.56769204,52.44430923,1969315.45990216,7174.47395979722
4333,E05007230,Blything, ,640757,279963,1.53487599,52.36481094,41261259.781834,42469.1375897111
4334,E05007231,Bungay, ,633775,288395,1.43840897,52.44348907,10702875.6486246,19672.5326027455
4335,E05007232,Carlton, ,651503,291675,1.701159,52.46506119,1791797.93621557,8197.75401149304
4336,E05007233,Carlton Colville, ,650868,290649,1.69106197,52.45615005,8278834.64715253,18721.6824874833
4337,E05007234,Gunton and Corton, ,654022,296885,1.74212599,52.51063156,6703647.74061016,13535.6331303692
4338,E05007235,Halesworth, ,638681,277516,1.50270796,52.34375,4466950.06121373,12594.1476305123
4339,E05007236,Harbour, ,654853,293648,1.75187004,52.4812088,1823235.67143631,9347.05880569076
4340,E05007237,Kessingland, ,652091,287456,1.70661402,52.42694092,13510648.554988,18272.0039826694
4341,E05007238,Kirkley, ,654115,291899,1.739694,52.46585846,2000255.01196757,8085.22716227136
4342,E05007239,Lothingland, ,649559,298115,1.67742503,52.52373123,30657224.3816137,29049.1195125779
4343,E05007240,Normanston, ,653745,293528,1.73549795,52.48065186,2167992.57845312,8208.95592839272
4344,E05007241,Oulton, ,651948,294146,1.70956004,52.48701859,2459128.84690416,11506.4733720606
4345,E05007242,Oulton Broad, ,652460,293544,1.71662903,52.48139191,1832926.64174427,12117.1923086971
4346,E05007243,Pakefield, ,653297,290571,1.72667205,52.45433044,2270460.70586501,7056.3284041248
4347,E05007244,St Margaret's, ,653553,294858,1.733688,52.49266815,2021482.62367656,9091.56927467024
4348,E05007245,Southwold and Reydon, ,649298,277505,1.65822995,52.33893967,14218903.5677637,24341.5118702227
4349,E05007246,The Saints, ,633765,283268,1.43468201,52.39749146,74527778.9162092,54773.3082769525
4350,E05007247,Wainford, ,642643,287364,1.56787598,52.43038177,59910177.2126525,57930.416550146
4351,E05007248,Whitton, ,652515,291689,1.71603405,52.46472168,2236975.16230904,10437.175710575
4352,E05007249,Worlingham, ,646659,290290,1.62898195,52.45484161,16278490.9542483,21630.1186676201
4353,E05007250,Wrentham, ,649954,283870,1.67257595,52.39574814,62871502.5872129,51642.3752692552
4354,E05007273,Auriol, ,521677,164517,-0.25350001,51.36668015,921170.15913783,4467.07975492637
4355,E05007274,College, ,522091,159879,-0.24913999,51.32490921,3159478.97837195,10076.0460675947
4356,E05007275,Court, ,520328,162514,-0.27353999,51.34896851,2133409.07141092,7348.25262145742
4357,E05007276,Cuddington, ,521510,165390,-0.25560001,51.37456894,1353563.69275185,6339.89720487747
4358,E05007277,Ewell, ,521829,162553,-0.25198999,51.34899902,1549088.11287031,6294.02700181828
4359,E05007278,Ewell Court, ,521046,164369,-0.26260999,51.36548996,1464970.11766146,6110.02276968357
4360,E05007279,Nonsuch, ,523091,162333,-0.23395,51.34674835,6097163.64716258,12362.903841864
4361,E05007280,Ruxley, ,519561,163319,-0.28428,51.35636902,2407250.90117492,8280.45213108885
4362,E05007281,Stamford, ,519377,160664,-0.28781,51.3325386,4357395.05013426,10047.1837057508
4363,E05007282,Stoneleigh, ,522448,163861,-0.24265,51.36061859,1009211.68076326,4880.35820853084
4364,E05007283,Town, ,520963,160975,-0.26495001,51.33499908,1359763.35444667,7818.60533894705
4365,E05007284,West Ewell, ,521058,163181,-0.26284,51.35480881,1230983.88537771,5924.97034520082
4366,E05007285,Woodcote, ,521066,158526,-0.26429999,51.31296921,7035705.52473355,13432.2116304976
4367,E05007286,Ash South and Tongham, ,489555,149362,-0.71858001,51.23641968,6185785.62470897,15373.0134720148
4368,E05007287,Ash Vale, ,489654,152997,-0.71625,51.26908112,3620404.93566437,11072.3398110567
4369,E05007288,Ash Wharf, ,489482,151655,-0.71904999,51.25703812,3224692.79737227,10368.1431679013
4370,E05007289,Burpham, ,501906,152171,-0.54092002,51.25959015,2312313.2481042,7553.74804074838
4371,E05007290,Christchurch, ,500760,150619,-0.55777001,51.24584961,2601742.76711332,7888.30751975666
4372,E05007291,Clandon and Horsley, ,506590,153444,-0.47343999,51.27017975,33661172.6693747,35201.4195599875
4373,E05007292,Effingham, ,511280,152981,-0.40638,51.26512909,11979736.789153,18529.0310971182
4374,E05007293,Friary and St Nicolas, ,498286,148625,-0.59376001,51.22835159,3453130.75539607,12254.6630380753
4375,E05007294,Holy Trinity, ,501175,148771,-0.55234998,51.22916031,7241732.54785848,14022.6879251715
4376,E05007295,Lovelace, ,506992,156866,-0.46665001,51.30086899,25878854.5621382,34639.5996831472
4377,E05007296,Merrow, ,502918,150682,-0.52684999,51.2460289,4410174.18160942,10897.2564960454
4378,E05007297,Normandy, ,492372,152235,-0.67750001,51.26179123,16371765.1555027,23193.7759112331
4379,E05007298,Onslow, ,497529,149662,-0.60430998,51.23780823,3642589.34773416,9617.62431216741
4380,E05007299,Pilgrims, ,491084,146470,-0.69742,51.21017838,32322633.5506897,35400.8311541499
4381,E05007300,Pirbright, ,493575,155689,-0.65935999,51.29264832,19018566.0553839,18629.7882738414
4382,E05007301,Send, ,502770,155075,-0.52771002,51.28554153,6971714.29190388,17146.5712846391
4383,E05007302,Shalford, ,498605,147046,-0.58961999,51.21409988,19861842.4071403,31104.9171553417
4384,E05007303,Stoke, ,499865,151825,-0.57025999,51.2568512,2828665.69206046,7996.65844932164
4385,E05007304,Stoughton, ,498303,152153,-0.59254003,51.26005936,1471319.23168091,5907.31418137599
4386,E05007305,Tillingbourne, ,506798,146726,-0.47246,51.20975876,44231721.7835924,34289.2660687279
4387,E05007306,Westborough, ,498130,150967,-0.59535003,51.24943161,1691993.84276938,6948.8480507091
4388,E05007307,Worplesdon, ,496096,152279,-0.62413001,51.26156998,17948639.9367024,27348.0136458738
4389,E05007308,Ashtead Common, ,517952,159366,-0.30868,51.32117081,4403155.94269658,9420.68034074662
4390,E05007309,Ashtead Park, ,519034,157711,-0.29372001,51.30606842,5197455.64967879,10202.8209687606
4391,E05007310,Ashtead Village, ,518087,158195,-0.30713999,51.31061935,1981895.42606658,6711.95479325942
4392,E05007311,Beare Green, ,517833,143665,-0.31555,51.18008041,7450364.66836718,17986.8021664253
4393,E05007312,Bookham North, ,513057,155629,-0.38008001,51.28858185,4336703.65650774,10535.6789800438
4394,E05007313,Bookham South, ,513775,153360,-0.37051001,51.2680397,6727166.78387942,13372.0931051448
4395,E05007314,Box Hill and Headley, ,519244,154266,-0.29185,51.27507019,10301352.3843023,16935.7632437151
4396,E05007315,"Brockham, Betchworth and Buckland", ,520561,149543,-0.27456999,51.23234177,22307109.3612298,27811.6600640125
4397,E05007316,"Capel, Leigh and Newdigate", ,520502,142653,-0.27772999,51.1704216,45511206.7362726,46276.3009537384
4398,E05007317,Charlwood, ,524460,141997,-0.22137,51.16368103,14555923.8496817,22545.6245063304
4399,E05007318,Dorking North, ,516396,149960,-0.33407,51.23694992,2549033.76552418,8576.90364445956
4400,E05007319,Dorking South, ,516936,148905,-0.32668,51.22735977,4012695.17124102,12060.33621087
4401,E05007320,Fetcham East, ,515383,155321,-0.34683999,51.28533936,4282160.46060528,11905.9903630236
4402,E05007321,Fetcham West, ,513569,156903,-0.37233999,51.29993057,5429067.96361121,16262.8611168176
4403,E05007322,Holmwoods, ,517442,146542,-0.32021001,51.20602036,13246973.0772647,19182.3507515493
4404,E05007323,Leatherhead North, ,515844,158129,-0.33932,51.31048965,6171439.91330201,12833.0762307221
4405,E05007324,Leatherhead South, ,517827,155597,-0.31172001,51.28731918,6368781.08614102,11263.6779185675
4406,E05007325,Leith Hill, ,512809,144853,-0.38703001,51.19176865,43657749.9960301,46558.7555866382
4407,E05007326,"Mickleham, Westhumble and Pixham", ,516699,152397,-0.32892999,51.25878906,11186087.9882592,21311.6312446528
4408,E05007327,Okewood, ,513722,139235,-0.37573999,51.14109039,28866087.1182812,30559.7185014107
4409,E05007328,Westcott, ,514305,147780,-0.36469999,51.21778107,9778536.94198201,14534.9634866006
4410,E05007329,Banstead Village, ,525657,160364,-0.19781999,51.32849121,4628055.74908864,11642.5568993503
4411,E05007330,"Chipstead, Hooley and Woodmansterne", ,528298,156981,-0.16114999,51.29750061,18258360.9030124,30995.1430742753
4412,E05007331,Earlswood and Whitebushes, ,528248,148237,-0.16500001,51.21892929,6573911.60784839,15315.6150007805
4413,E05007332,Horley Central, ,528465,143206,-0.16369,51.17366028,2456477.51701489,8388.2301257372
4414,E05007333,Horley East, ,529797,143520,-0.14453,51.17618942,5809723.04627449,10700.2604234316
4415,E05007334,Horley West, ,527436,144001,-0.17812,51.18104172,2970947.52434117,9148.29069407566
4416,E05007335,Kingswood with Burgh Heath, ,525408,155393,-0.20314001,51.2838707,14102853.9705053,22795.2771744023
4417,E05007336,Meadvale and St John's, ,526501,149480,-0.18956,51.23049164,2393331.13371579,7027.88199166256
4418,E05007337,Merstham, ,528442,153552,-0.16032,51.26665115,9380892.13252714,17925.0201508965
4419,E05007338,Nork, ,523945,159520,-0.22267,51.32128906,3630580.51002368,10087.5229295437
4420,E05007339,Preston, ,523511,157363,-0.22964001,51.30199051,640303.170883095,3894.04136959227
4421,E05007340,Redhill East, ,528582,151064,-0.1592,51.24425888,3888820.9226221,9693.87592915146
4422,E05007341,Redhill West, ,527423,151185,-0.17576,51.24560928,1771416.59459378,5996.1180677337
4423,E05007342,Reigate Central, ,523909,149589,-0.22663,51.23204041,6820379.02350979,16256.5626800446
4424,E05007343,Reigate Hill, ,525716,151978,-0.19992,51.25310898,6579638.48850919,15468.2097909242
4425,E05007344,Salfords and Sidlow, ,526975,145208,-0.18427999,51.1919899,16807707.249335,36046.7887659844
4426,E05007345,South Park and Woodhatch, ,525163,148017,-0.20922001,51.21763992,6026371.7160598,12838.1570769123
4427,E05007346,Tadworth and Walton, ,522438,154749,-0.24592,51.27872849,13956845.5117395,16660.9357779551
4428,E05007347,Tattenhams, ,523250,158004,-0.23316,51.30781174,2447308.0072364,10009.0263825536
4429,E05007348,Addlestone Bourneside, ,506252,164989,-0.47485,51.37401962,2230949.73505797,11014.7264348405
4430,E05007349,Addlestone North, ,505243,165188,-0.48927999,51.37599945,2647729.6050578,7476.38845376523
4431,E05007350,Chertsey Meads, ,503859,165974,-0.50893003,51.38331985,3053981.83262089,12872.4566518029
4432,E05007351,Chertsey St Ann's, ,502695,167722,-0.52513999,51.39923859,5443695.02505018,13733.0283246401
4433,E05007352,Chertsey South and Row Town, ,503923,163786,-0.50865,51.36363983,3189418.45851223,10126.055178413
4434,E05007353,Egham Hythe, ,502742,171075,-0.52350003,51.42937088,1902879.90461515,6647.0724591221
4435,E05007354,Egham Town, ,501088,171547,-0.54714,51.43391037,2638553.22135192,9307.53764748889
4436,E05007355,Englefield Green East, ,499848,170734,-0.56520998,51.42681885,2511748.86786296,8425.64991472603
4437,E05007356,Englefield Green West, ,498775,171225,-0.58050001,51.43141937,6696509.43219857,13251.82996723
4438,E05007357,Foxhills, ,500802,164849,-0.55316001,51.37374878,18344751.0716361,20451.5706683001
4439,E05007358,New Haw, ,505580,163119,-0.48504999,51.35734177,3574101.48201484,11221.6853206718
4440,E05007359,Thorpe, ,502645,169513,-0.52534002,51.41535187,8564365.72859531,17038.3130197801
4441,E05007360,Virginia Water, ,498680,167690,-0.58284998,51.3996582,14795107.4074654,19159.6836203434
4442,E05007361,Woodham, ,503567,161930,-0.51429999,51.3470192,2446893.85586082,10148.219090956
4443,E05007362,Ashford Common, ,508613,170808,-0.43915999,51.42588043,1538492.85293858,5480.00953658178
4444,E05007363,Ashford East, ,507419,171350,-0.45616001,51.43098068,1906835.29529333,8456.6768618207
4445,E05007364,Ashford North and Stanwell South, ,506420,172982,-0.47003999,51.4458313,2516486.13959097,7811.52546669772
4446,E05007365,Ashford Town, ,505984,171506,-0.47674999,51.43265152,1542287.84205794,6114.94049013765
4447,E05007366,Halliford and Sunbury West, ,509371,168758,-0.42888999,51.40731049,3542862.77011001,8946.52896552941
4448,E05007367,Laleham and Shepperton Green, ,506801,169013,-0.46575001,51.4100914,10703210.9257938,13502.8831248033
4449,E05007368,Riverside and Laleham, ,504693,170142,-0.49572,51.42063141,2166681.13157123,9397.70050565832
4450,E05007369,Shepperton Town, ,507507,166914,-0.45624,51.39109039,5399717.15323524,16190.5095463134
4451,E05007370,Staines, ,503038,173195,-0.51862001,51.44837189,7487750.49999771,20164.4912021398
4452,E05007371,Staines South, ,505430,170781,-0.48493001,51.42623901,1311178.07827878,7173.34322981879
4453,E05007372,Stanwell North, ,504900,173751,-0.49167001,51.45302963,7645243.02336421,16255.8195072634
4454,E05007373,Sunbury Common, ,510005,170817,-0.41914001,51.4256897,1743280.93231388,6148.25428405067
4455,E05007374,Sunbury East, ,511051,169472,-0.40452,51.41339874,3657336.28763438,9744.77165641229
4456,E05007375,Bagshot, ,490319,163368,-0.70410001,51.36220169,8647329.2317402,14986.4282342192
4457,E05007376,Bisley, ,494788,159208,-0.64104003,51.32408142,3658561.29241745,11277.2720192924
4458,E05007377,Chobham, ,497440,163567,-0.60180002,51.36281967,23120351.3990903,26274.0210269075
4459,E05007378,Frimley, ,487932,158193,-0.73965001,51.31605911,2131852.28105714,7377.85359133894
4460,E05007379,Frimley Green, ,488594,156968,-0.73045999,51.30493927,2344700.2337117,7644.82125264568
4461,E05007380,Heatherside, ,490375,159682,-0.70423001,51.3290596,1773962.15823765,6371.07599507571
4462,E05007381,Lightwater, ,492291,161909,-0.67615998,51.34877014,4191746.16601803,9807.00745147598
4463,E05007382,Mytchett and Deepcut, ,489760,156773,-0.71379,51.30300903,10145889.6609515,17057.9033902196
4464,E05007383,Old Dean, ,488501,162412,-0.73044002,51.35390091,3046783.89192792,7943.99922586685
4465,E05007384,Parkside, ,489224,159667,-0.72074997,51.32910919,2719880.50442103,8632.77847293154
4466,E05007385,St Michaels, ,486487,160094,-0.75992,51.33337021,2019320.9293102,5979.82370882839
4467,E05007386,St Pauls, ,489114,160863,-0.72202998,51.3398819,2468607.64531947,7248.59602776907
4468,E05007387,Town, ,487572,161073,-0.74410999,51.34199905,2625622.71501134,10324.8236568047
4469,E05007388,Watchetts, ,487082,159187,-0.75160003,51.32511902,2118925.90954126,6984.46100124256
4470,E05007389,West End, ,493208,160659,-0.66332,51.3373909,14519037.4293665,20746.7344180744
4471,E05007390,Windlesham, ,493536,164425,-0.65763003,51.37118912,9560387.02506969,15901.8296203947
4472,E05007391,Chaldon, ,531777,155027,-0.112,51.2791481,4718995.50857413,9772.70376599019
4473,E05007392,Dormansland and Felcourt, ,540631,142809,0.010074,51.16724014,30771174.2091249,28502.6512635831
4474,E05007393,Felbridge, ,536106,141027,-0.05527,51.15232086,8485212.30640889,14468.3293086634
4475,E05007394,Godstone, ,535924,148837,-0.05492,51.22254944,18068384.4351757,25629.4830518599
4476,E05007395,Harestone, ,534261,154310,-0.07667,51.27212143,4622510.71553579,9837.07690174834
4477,E05007396,Limpsfield, ,541105,150787,0.019982,51.23881149,18545995.0956704,27926.3279041741
4478,E05007397,Lingfield and Crowhurst, ,539489,147094,-0.00458,51.20602036,14850316.5217673,22692.8646691752
4479,E05007398,Oxted North and Tandridge, ,538076,150977,-0.0233,51.24126053,17712607.120544,29827.4454024032
4480,E05007399,Oxted South, ,539520,150175,-0.00294,51.2336998,8415296.74200729,13032.952503986
4481,E05007400,Portley, ,533177,156944,-0.09122,51.29605103,1267858.78838678,6079.89090043445
4482,E05007401,Queens Park, ,533310,155620,-0.08981,51.28411865,1409858.66250988,6121.8348860168
4483,E05007402,Tatsfield and Titsey, ,540788,155870,0.017444,51.28456879,13362267.0672845,18605.6866626926
4484,E05007403,Valley, ,534335,156264,-0.07488,51.28966904,1267139.87983742,5532.0012379706
4485,E05007404,Warlingham East and Chelsham and Farleigh, ,537692,159025,-0.0257,51.31367874,18063323.6569625,21147.298221884
4486,E05007405,Warlingham West, ,534778,158475,-0.06769,51.30942917,2853486.9971703,9726.40429046842
4487,E05007406,Westway, ,532236,156429,-0.1049,51.29164124,839250.0082522,5223.60400486202
4488,E05007407,Whyteleafe, ,534331,157398,-0.07451,51.29985809,2171396.62601106,10668.5714197068
4489,E05007408,Woldingham, ,536347,155547,-0.04632,51.28274918,10876263.695531,15870.191843239
4490,E05007409,Bletchingley and Nutfield, ,531966,151101,-0.11074,51.24382019,33424752.6590893,33890.2699972833
4491,E05007410,"Burstow, Horne and Outwood", ,533580,143710,-0.09037,51.17702103,36468479.4791683,35408.8997234411
4492,E05007411,"Alfold, Cranleigh Rural and Ellens Green", ,508704,136300,-0.44832999,51.11568069,31389859.0533968,45810.931864471
4493,E05007412,Blackheath and Wonersh, ,502936,145579,-0.52805001,51.20014954,6556813.05325508,11239.1746586672
4494,E05007413,"Bramley, Busbridge and Hascombe", ,499498,141011,-0.57850999,51.15969849,34007985.8648272,36708.8889872214
4495,E05007414,Chiddingfold and Dunsfold, ,497046,134774,-0.61523998,51.10404968,44269023.6556643,40100.9327872752
4496,E05007415,Cranleigh East, ,507224,139135,-0.46862,51.14144135,5079648.70929637,10425.6414690818
4497,E05007416,Cranleigh West, ,505868,137997,-0.48833001,51.13146973,12612981.2441707,23802.5645052966
4498,E05007417,Elstead and Thursley, ,491132,139544,-0.69848001,51.14789963,47664840.3639183,44150.3021711868
4499,E05007418,Ewhurst, ,509295,140661,-0.43856999,51.1547699,16363781.255817,20567.6046309617
4500,E05007419,Farnham Bourne, ,485020,144539,-0.78465998,51.19374847,6140569.7886929,14746.9028335496
4501,E05007420,Farnham Castle, ,482505,146581,-0.82018,51.21247864,8130807.57509018,14702.8071275909
4502,E05007421,Farnham Firgrove, ,484182,145824,-0.79635,51.20542908,1447537.5757538,8409.25684630493
4503,E05007422,Farnham Hale and Heath End, ,484596,149241,-0.78961998,51.23608017,1330849.26397078,7743.86407015261
4504,E05007423,Farnham Moor Park, ,486375,146943,-0.7647,51.21516037,5973602.16480538,16654.04992769
4505,E05007424,Farnham Shortheath and Boundstone, ,483226,144726,-0.81028998,51.19569016,1431260.77061603,9000.56428173406
4506,E05007425,Farnham Upper Hale, ,483399,149174,-0.80677998,51.23566055,3583381.64920558,10980.2794022206
4507,E05007426,Farnham Weybourne and Badshot Lea, ,486232,148706,-0.76631999,51.23102951,3798815.52773176,10120.9868739075
4508,E05007427,Farnham Wrecclesham and Rowledge, ,482719,144970,-0.81748998,51.1979599,4692486.34930953,13502.6355203727
4509,E05007428,"Frensham, Dockenfield and Tilford", ,485472,140584,-0.77914,51.15813065,33481494.9214037,34064.6042340193
4510,E05007429,Godalming Binscombe, ,497304,145727,-0.60860002,51.20246887,1153045.56836834,5686.15572795781
4511,E05007430,Godalming Central and Ockford, ,495830,143340,-0.63033003,51.18125916,2521915.11964135,11649.4335672971
4512,E05007431,Godalming Charterhouse, ,496346,145003,-0.6225,51.19612122,2238138.64131234,8030.99765991206
4513,E05007432,Godalming Farncombe and Catteshall, ,498079,144818,-0.59776002,51.19417191,1776149.16839182,8349.03970952726
4514,E05007433,Godalming Holloway, ,497008,142959,-0.61357999,51.17763901,1991056.13918487,8370.60087628142
4515,E05007434,Haslemere Critchmere and Shottermill, ,488266,133848,-0.74084002,51.0971489,6495779.01355599,16390.4482849078
4516,E05007435,Haslemere East and Grayswood, ,490982,133172,-0.70222998,51.09064865,9938608.78390346,18365.3345191234
4517,E05007436,Hindhead, ,487320,136689,-0.75366002,51.12282944,6814877.95278031,13236.4894660275
4518,E05007437,Milford, ,494030,142229,-0.65635997,51.17156982,8531546.73574832,15616.0871418799
4519,E05007438,Shamley Green and Cranleigh North, ,505084,142492,-0.49822,51.17201996,16859862.5860436,28396.1001709047
4520,E05007439,Witley and Hambledon, ,496242,139222,-0.62554002,51.14416885,18893517.9566745,26045.3893070663
4521,E05007457,Arley and Whitacre, ,427117,291772,-1.60175002,52.52317047,26813882.3911597,31941.0830450344
4522,E05007458,Atherstone Central, ,430793,297313,-1.54706001,52.57278824,1079509.48820111,6115.76358189662
4523,E05007459,Atherstone North, ,431029,298386,-1.54348004,52.58242035,2603014.55933835,8619.66802586681
4524,E05007460,Atherstone South and Mancetter, ,431563,295897,-1.53583002,52.560009,8703138.28956652,15538.4495850857
4525,E05007461,Baddesley and Grendon, ,427893,297006,-1.58987999,52.57017899,29036128.1015523,32283.1943710626
4526,E05007462,Coleshill North, ,419309,289852,-1.71694005,52.50624084,6467192.37935838,12518.7300750986
4527,E05007463,Coleshill South, ,420253,287521,-1.70316994,52.48524857,8326602.93529345,16566.1395506705
4528,E05007464,Curdworth, ,419822,295121,-1.70906997,52.55358887,46570039.7469131,41984.1588430437
4529,E05007465,Dordon, ,425822,299919,-1.62021005,52.59646988,8703581.26743027,17675.0145875937
4530,E05007466,Fillongley, ,427667,286833,-1.59405994,52.47874069,70332206.3504623,58357.9940140327
4531,E05007467,Hartshill, ,434005,294825,-1.49992001,52.55022812,9233115.0974099,15243.6532388865
4532,E05007468,Hurley and Wood End, ,424084,296332,-1.64611995,52.56430054,20622038.899998,24115.9369667164
4533,E05007469,Kingsbury, ,421105,297902,-1.68997002,52.5785408,3381569.03110114,10530.9154926632
4534,E05007470,Newton Regis and Warton, ,427582,306297,-1.59370005,52.65372086,31391037.4788271,30797.4820466778
4535,E05007471,Polesworth East, ,426828,302406,-1.60514998,52.61877823,5384388.32762379,13732.4835062712
4536,E05007472,Polesworth West, ,425383,302411,-1.62650001,52.61888885,3096329.55866242,8951.64338541717
4537,E05007473,Water Orton, ,417807,290909,-1.73900998,52.51578903,2519934.25614522,7963.61678600798
4538,E05007474,Abbey, ,435704,292159,-1.47516,52.52614975,1989618.02850892,6331.20412636242
4539,E05007475,Arbury, ,433596,289663,-1.50647998,52.50384903,11938797.7319327,16731.7925896157
4540,E05007476,Attleborough, ,437549,289897,-1.44822001,52.50569916,1948080.68079848,9391.79030830315
4541,E05007477,Bar Pool, ,434628,291746,-1.49106002,52.52251053,1785738.23581621,8460.74307717325
4542,E05007478,Bede, ,435836,286913,-1.47377002,52.47898865,1582442.1363427,7331.68825700551
4543,E05007479,Bulkington, ,438858,286911,-1.42928004,52.47875977,13708861.3835587,21148.6909501207
4544,E05007480,Camp Hill, ,434131,293014,-1.49825001,52.53393936,2847455.86078497,7965.79241364731
4545,E05007481,Exhall, ,433359,285093,-1.51041996,52.46278,5583567.60327822,13708.026950447
4546,E05007482,Galley Common, ,431791,292319,-1.53280997,52.52782822,4570481.02245791,10447.2997176569
4547,E05007483,Heath, ,433149,286063,-1.51341999,52.47151184,3396232.26716773,10203.9288775078
